id,text,negative,neutral,positive
9191,@JetBlue will we be able to watch the Oscars on our flight tomorrow?,0,1,0
9192,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,1,0,0
9193,"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",1,0,0
9194,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,1,0,0
9195,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,0,0,1
9196,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call,1,0,0
9197,@SouthwestAir @bgr1061 luv SWA myself and my employees use you always!!,0,0,1
9198,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,1,0,0
9199,@united that would be great - 1k us651621,0,0,1
9200,@Sb5551 Sounds like  @USAirways should have planned better since this weather was no surprise. Completely unacceptable wait times!!!,1,0,0
9201,@USAirways more than an hour holding to change a flight on the phone now.. What's up with that???,1,0,0
9202,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc",1,0,0
9203,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,0,1,0
9204,@AmericanAir no worries you're swamped I know just dmd back THANK U,0,1,0
9205,@SouthwestAir Yes but they couldn't explain the 2 hour and 45 minute hold time.,1,0,0
9206,@JetBlue what's the link for #FlyFi,0,1,0
9207,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",1,0,0
9208,"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",1,0,0
9209,"@AmericanAir yes starting w/ flight 1278, getting me home more than 48 hours Late Flightr. record locator BSUXLU",1,0,0
9210,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",0,1,0
9211,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards",1,0,0
9212,@AmericanAir you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,1,0,0
9213,"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks",0,1,0
9214,@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ,1,0,0
9215,@AmericanAir I DM'd you,1,0,0
9216,@united I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,1,0,0
9217,@united not anymore.  Finally was ticketed 5 min before takeoff.  Not sure why the confusion with a full-fare GSA ticket.,1,0,0
9218,"@AmericanAir I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? 😋I love the company!",0,0,1
9219,@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.,1,0,0
9220,"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",1,0,0
9221,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,1,0,0
9222,"@SouthwestAir Dang, if only practice was an hour Late Flightr today...",0,1,0
9223,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,1,0,0
9224,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,0,0,1
9225,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons,0,1,0
9226,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",1,0,0
9227,@AmericanAir I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.,0,1,0
9228,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.,1,0,0
9229,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.,1,0,0
9230,@united no my concerns were not addressed,1,0,0
9231,@AmericanAir flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!,1,0,0
9232,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,1,0,0
9233,@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,1,0,0
9234,@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst,1,0,0
9235,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,1,0,0
9236,"@AmericanAir I will and I will share with many, many others. #filmcrew #media @WSJ @nytimes @latimes @chicagotribune",0,1,0
9237,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers",1,0,0
9238,"@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol.",0,0,1
9239,"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX",1,0,0
9240,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,1,0,0
9241,@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM,1,0,0
9242,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,1,0,0
9243,"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.",1,0,0
9244,@AmericanAir Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!,1,0,0
9245,@JetBlue thank you!!,0,0,1
9246,@SouthwestAir Not possible to carry-on and put in a closet/overhead? Had success doing that with other airlines. Thanks,0,1,0
9247,@SouthwestAir JH thank you. I finally got through the second time.,0,0,1
9248,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N,1,0,0
9249,@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure,1,0,0
9250,@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,1,0,0
9251,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ,1,0,0
9252,@JetBlue hi friend! Question for you when you have a moment.,0,1,0
9253,@united was a sponsor of the oscars? No wonder it was a half hour delayed. #Oscars,1,0,0
9254,"@SouthwestAir first time flyer, scheduled a (round)trip. set on departure date not sure on returning date, policy/fees on changing Re Flight",0,1,0
9255,@USAirways I'm shutting my data off for the flight. I want some response by the time I land.  You have 2 hours.,0,1,0
9256,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",1,0,0
9257,@USAirways delays due to refueling are out of your control? If that's true I never want to fly US Airways again,1,0,0
9258,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,0,0,1
9259,"@JetBlue I would like to communicate directly with a ""Customer Experience"" executive. Does Joanna Geraghty have an email address?",1,0,0
9260,"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united.",1,0,0
9261,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.,1,0,0
9262,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu",0,1,0
9263,@united I have no way to contact her while she is in flight. This does not work for me. Her father is about to pass and is heading to Denver,1,0,0
9264,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,1,0,0
9265,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight,0,0,1
9266,@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it,1,0,0
9267,"@JetBlue okie doke! Knowing you, you will fix this ;)",0,0,1
9268,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",1,0,0
9269,"@USAirways the gate agent said ""it's booked in full. Sorry"" I had a ticket with a 1st class seat. I will call customer service when I land.",1,0,0
9270,@SouthwestAir thx - fingers crossed they are found.,0,0,1
9271,"@JetBlue no, we are at a hotel.  Also, Jetblue lost my daughters luggage.  How do you lose luggage if the plane never actually left!!!",1,0,0
9272,@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE,1,0,0
9273,@United to start daily #B777-200ER flights from #Newark to #Frankfurt @airport_fra replacing #B767-400ER on 2JUL #avgeek,0,1,0
9274,@USAirways nope not yet...,1,0,0
9275,@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,1,0,0
9276,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,1,0,0
9277,@united a plane took our gate and now we're just waiting in a lot at DIA,1,0,0
9278,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",1,0,0
9279,@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.,1,0,0
9280,@USAirways @stephenrodrick Your team needs to build capacity,1,0,0
9281,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.,1,0,0
9282,"@AmericanAir depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?",0,1,0
9283,@SouthwestAir where do we start? I've already wasted 1.5 hrs of phone wait time already :-(,1,0,0
9284,"@JetBlue nope. The ""regular"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS.",1,0,0
9285,"@USAirways @AmericanAir taking off now. if I don't have a private jet to bora bora by the time I land, I'm calling Oprah",0,1,0
9286,@SouthwestAir safety back in Dallas!,0,1,0
9287,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues,1,0,0
9288,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",1,0,0
9289,@united i got email that my reservations got Cancelled Flightled and i will be refunded.  Nothing got refunded as of yet,1,0,0
9290,@JetBlue @TatianaKing @thewayoftheid I feel only a few free travel vouchers will assuage my indignation.,1,0,0
9291,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",0,0,1
9292,@united yes please! Trying to get to POP- in Newark now....,0,1,0
9293,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL,1,0,0
9294,"@SouthwestAir @tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW...",0,1,0
9295,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,0,1,0
9296,"@JetBlue What's up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!",1,0,0
9297,@USAirways 45 min hold time then a hang up by Manager Mike in dividend miles dept. tough to justify sticking with the Us air CC and status.,1,0,0
9298,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,0,0,1
9299,@AmericanAir ok no worries. Thanks for the straight story. It's appreciated.,0,0,1
9300,"@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful",1,0,0
9301,@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?,0,0,1
9302,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.,1,0,0
9303,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,1,0,0
9304,@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options,1,0,0
9305,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight,1,0,0
9306,@SouthwestAir I receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight,1,0,0
9307,@JetBlue @drwinston001 I think we'll need a selfie as proof...,0,1,0
9308,@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.,0,0,1
9309,@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,1,0,0
9310,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,1,0,0
9311,@USAirways lost bags. Cant reach human. delivery driver says he won't give us carseat until we return loaner. We hv NO loanr.5084773604 HELP,1,0,0
9312,@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,1,0,0
9313,@AmericanAir what terminal LHR for aa5/BA1506? Doesn't say in boarding pass,0,1,0
9314,@AmericanAir thanks for a Cancelled Flightled flight then a delayed flight and NOT telling us More missed work More $ on hotel #WorstCustomerService,1,0,0
9315,@JetBlue Great thank you!,0,0,1
9316,"@AmericanAir ""bag has not yet been located"". Again, 5th time I've checked it. How can tracking my bag be this hard for your system?",1,0,0
9317,@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!,1,0,0
9318,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable.",1,0,0
9319,"@SouthwestAir if I am a rapid awards member, does my points apply after I have taken my round trip?",0,1,0
9320,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",0,1,0
9321,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",1,0,0
9322,"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS",0,0,1
9323,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,1,0,0
9324,@SouthwestAir is service to Aruba being permanently discontinued in August?,0,1,0
9325,"@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins",1,0,0
9326,@AmericanAir - thanks. She submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice,1,0,0
9327,"@USAirways my luggage was delayed. I'm looking for compensation, since, you know, you charged me for it then forgot it...",1,0,0
9328,@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?,1,0,0
9329,@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was,1,0,0
9330,@united seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!,1,0,0
9331,@SouthwestAir are you guys alive? i've been on hold for 25 minutes and counting.....,1,0,0
9332,@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,1,0,0
9333,@AmericanAir thanks for the canned reply.,1,0,0
9334,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,0,0,1
9335,@USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service,1,0,0
9336,@AmericanAir any luck?,0,1,0
9337,@united 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December,0,1,0
9338,@united Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in,0,1,0
9339,@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?,0,1,0
9340,@JetBlue I'm flying your airline just out of #LGA 😷,0,1,0
9341,@united Pleased to be a Premier Platinum,0,0,1
9342,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",1,0,0
9343,@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,0,1,0
9344,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",1,0,0
9345,"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",0,1,0
9346,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",1,0,0
9347,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them,0,1,0
9348,"@AmericanAir I had it until last night, but because ""severe weather"" I could make the needed changes and now fair goes up 150 each.",1,0,0
9349,@SouthwestAir That's an awesome library.,0,0,1
9350,Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub,0,1,0
9351,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",1,0,0
9352,@united broke my suitcase &amp; refuses to give me a repair estimate. http://t.co/zOUOwgv3Q6,1,0,0
9353,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,0,1,0
9354,@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways,1,0,0
9355,@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?,0,1,0
9356,@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one,1,0,0
9357,@JetBlue any concern about Cancelled Flightled flights due to the cold weather in NJ Saturday am? Do you Cancelled Flight at 0 degrees?,0,1,0
9358,"@USAirways Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased.",1,0,0
9359,@SouthwestAir better travel photos:My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M:http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF,0,1,0
9360,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",0,0,1
9361,@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!,1,0,0
9362,@AmericanAir I'll try to have a great week once I receive it 😩😭💔,1,0,0
9363,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID",1,0,0
9364,@SouthwestAir My 11AM was canned. I empathize. But I think your Team has lost the right to be capitalized. It's a lowercase team day.,1,0,0
9365,"@united I received 1 bag last night, I am still missing the other one.",1,0,0
9366,@AmericanAir we're all being told by emergency services to stay home for the next 24-48 hours.,0,1,0
9367,@united I will thank you!,0,0,1
9368,@southwestair Grand total from landing to getting bag: one hour. That's very sad.,1,0,0
9369,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl",0,1,0
9370,@SouthwestAir Customer service said it was a known problem that they were using same confirmation numbers for domestic and international,1,0,0
9371,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,1,0,0
9372,@united Filled out at the airport as part of a long day made longer.,1,0,0
9373,@VirginAmerica trying to book a flight &amp; your site is down 😁,1,0,0
9374,@united thank you. I will address it with them,0,0,1
9375,@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,1,0,0
9376,@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood,1,0,0
9377,@SouthwestAir the new logo is going to look amazing on the airplanes,0,0,1
9378,@united yes I have,1,0,0
9379,@SouthwestAir First there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate,1,0,0
9380,@united Lovely new plane from LGA to ORD but no power outlets?,1,0,0
9381,@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence,1,0,0
9382,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,0,0,1
9383,@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain,1,0,0
9384,"@AmericanAir you Cancelled Flightled my flight due to ""weather"" when others are flying out just fine.  No compensation, no resolution.  Incompetent.",1,0,0
9385,"@AmericanAir I fly American because of family but severe weather excuse so I can't call to make change, why have a computer if u cant modify",1,0,0
9386,@JetBlue I'll see you on board again soon!,0,0,1
9387,@SouthwestAir what does relay concerns really mean &amp; how/why do u keep letting people on flights with bags larger than u state are allowabl?,1,0,0
9388,@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?,1,0,0
9389,"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?",1,0,0
9390,@VirginAmerica is the website down?,1,0,0
9391,@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,1,0,0
9392,@united one lady helping the 12 of us with luggage,0,0,1
9393,@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.,0,0,1
9394,@united thanks! Makes sense. Just annoying that it can't be determined better.,1,0,0
9395,@united Yeah that didn't happen!,1,0,0
9396,@USAirways told to work it out ourselves #joke #fail,1,0,0
9397,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,0,0,1
9398,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",0,1,0
9399,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!",0,0,1
9400,@SouthwestAir when are you starting routes to #Hawaii and #Canada?,0,1,0
9401,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/h6cE3mWCqj,1,0,0
9402,"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did.",0,1,0
9403,"@JetBlue Gains Altitude, But SkyWest Hits Turbulence JBLU SKYW - Investor's Business Daily http://t.co/P2HUM7lXUR",0,1,0
9404,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,1,0,0
9405,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",0,1,0
9406,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,1,0,0
9407,@SouthwestAir do you ever reinstate Cancelled Flighted flights?,1,0,0
9408,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,1,0,0
9409,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,1,0,0
9410,@AmericanAir when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..,1,0,0
9411,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess,1,0,0
9412,“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!,0,0,1
9413,@JetBlue I would go to Dallas to see my grand baby that I miss so much. I feel like a piece of my heart is there.,0,1,0
9414,@SouthwestAir @Vindictive_tK Larry David works for southwest?,0,1,0
9415,@SouthwestAir do you have any tickets to the Atlanta show? I would love to go with my sister ♥️🙏,0,1,0
9416,@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.,1,0,0
9417,@united the nightmare continues... http://t.co/TsvgbrL15f,1,0,0
9418,"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane",1,0,0
9419,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.,1,0,0
9420,@AmericanAir a guy try right...,0,1,0
9421,@AmericanAir at the gate when I get off the plane?,0,1,0
9422,"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted.",1,0,0
9423,@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.,1,0,0
9424,"@JetBlue @shannonwoodward I'll be checking often. Most probably when they hand the oscars out to the nerds, geeks and badly dressed.",0,1,0
9425,@SouthwestAir thanks for the info and the quick response!,0,0,1
9426,@AmericanAir @ti2469 oh shiz i'm only 40 minutes into my wait after the first 3 hour barrier ...unbelievable,1,0,0
9427,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,1,0,0
9428,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,1,0,0
9429,@AmericanAir unable to access the website.  Will try again.,1,0,0
9430,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.,1,0,0
9431,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,0,1,0
9432,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...,1,0,0
9433,@AmericanAir you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help. #nothappy,1,0,0
9434,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",1,0,0
9435,@united noooooooooooooooooooooope.,1,0,0
9436,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂,1,0,0
9437,@united how do you stay in business with such poor service? #poorservice #notgoodenough http://t.co/VO61LME5ja,1,0,0
9438,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,1,0,0
9439,"@SouthwestAir any idea if there will be any ""spring sales"" soon for travel from Late Flight August to early September? Going from PA to LAX.",0,1,0
9440,@SouthwestAir how do I get a companion pass,0,1,0
9441,"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",1,0,0
9442,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,0,0,1
9443,"@SouthwestAir so, when your plane doesn't work the luxuries I paid for go away but you keep my money? I need that biz model.",1,0,0
9444,@United to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek,0,1,0
9445,@USAirways I gave up http://t.co/2eDgc6TbLs,1,0,0
9446,@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,0,1,0
9447,@USAirways I have contacted them but only got an automated response that won't give me the code.,1,0,0
9448,@united flying lax to Sfo and system won't let me check in. Your site tells me to do it through @AirCanada and they tell me through you.,1,0,0
9449,@JetBlue who is he I must send a note!!! Too good for words!,0,0,1
9450,@AmericanAir sounding like they just got bitch-slapped by @juliasinton948,1,0,0
9451,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,1,0,0
9452,@united I'm strongly considering taking my business elsewhere. #UnitedAirlines,1,0,0
9453,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,1,0,0
9454,@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797,1,0,0
9455,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",1,0,0
9456,@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,0,1,0
9457,@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations,1,0,0
9458,@SouthwestAir 2nd leg of trip Cancelled Flightled. Been on hold 1.5 hrs. Will we lose our $ if we don't speak to someone before first flight leaves?,1,0,0
9459,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,0,1,0
9460,@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!,1,0,0
9461,@JetBlue the whole plane. Flight 561 from LGA to PBI http://t.co/4Ktk2hsmGy,0,1,0
9462,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),1,0,0
9463,"@AmericanAir No, it wouldn't let me complete transaction because it was one way from Barbados to NYC",1,0,0
